13,0.015625,0.0
14,0.046875,0.0
15,0.0703125,0.0
16,0.265625,0.0
17,0.375,0.0
18,0.375,0.0
19,0.8828125,0.0
20,0.8984375,0.0
21,0.8984375,0.0
22,0.8984375,0.0
23,0.8984375,0.0
24,0.8984375,0.0
25,0.8984375,0.046875
26,0.8984375,0.0
27,0.8984375,0.0
28,0.8984375,0.0
29,0.8984375,0.9921875
30,0.8984375,0.0
31,0.8984375,0.0
32,0.8984375,0.0
33,0.8984375,0.0
34,0.8984375,0.0
35,0.8984375,0.0
36,0.8984375,0.0
37,0.8984375,0.0
38,0.8984375,0.0
39,0.8984375,0.9921875
40,0.8984375,0.9921875
41,0.8984375,0.9921875
42,0.890625,0.0
43,0.890625,0.0
44,0.890625,0.9921875
45,0.890625,0.9921875
46,0.890625,0.9921875
47,0.890625,0.9921875
48,0.890625,0.9921875
49,0.890625,0.9921875
50,0.890625,0.9921875
51,0.890625,0.9921875
52,0.890625,0.9921875
53,0.890625,0.0
54,0.890625,0.0
55,0.890625,0.0
56,0.890625,0.0
57,0.890625,0.0
58,0.890625,0.0
59,0.890625,0.0
60,0.890625,0.0
61,0.890625,-0.5234375
62,0.890625,-1.0
63,0.890625,-1.0
64,0.890625,-1.0
65,0.890625,-1.0
66,0.890625,-1.0
67,0.890625,-1.0
68,0.890625,0.0
69,0.890625,0.0
70,0.890625,-0.6328125
71,0.890625,-1.0
72,0.890625,-1.0
73,0.890625,-0.1875
74,0.890625,0.0
75,0.890625,0.0
76,0.890625,0.0
77,0.890625,0.453125
78,0.890625,0.9921875
79,0.890625,0.9921875
80,0.890625,0.9921875
81,0.890625,0.9921875
82,0.890625,0.9921875
83,0.890625,0.9921875
84,0.890625,0.9921875
85,0.890625,0.9921875
86,0.890625,0.9921875
87,0.890625,0.9921875
88,0.890625,0.9921875
89,0.890625,0.9921875
90,0.890625,0.9921875
91,0.890625,0.9921875
92,0.890625,0.9921875
93,0.890625,0.9921875
94,0.890625,0.9921875
95,0.890625,0.9921875
96,0.8984375,0.9921875
97,0.890625,0.9921875
98,0.890625,0.9921875
99,0.890625,0.9921875
100,0.890625,0.28125
101,0.890625,0.0
102,0.890625,0.0
103,0.890625,0.0
104,0.8984375,-0.1328125
105,0.890625,-1.0
106,0.890625,-1.0
107,0.890625,0.0
108,0.890625,0.0
109,0.890625,0.0
110,0.890625,0.0
111,0.890625,0.0
112,0.890625,0.9921875
113,0.890625,0.0
114,0.890625,0.0
115,0.890625,0.0
116,0.8984375,-1.0
117,0.890625,-1.0
118,0.890625,0.0
119,0.890625,0.0
120,0.890625,0.0
121,0.890625,0.0
122,0.890625,0.0
123,0.890625,0.9921875
124,0.890625,0.0
125,0.890625,0.0
126,0.890625,-1.0
127,0.890625,-1.0
128,0.890625,-1.0
129,0.890625,-1.0
130,0.890625,-1.0
131,0.8984375,0.0
132,0.890625,0.0
133,0.890625,0.9921875
134,0.890625,0.9921875
135,0.8984375,0.0
136,0.890625,0.0
137,0.890625,-0.2265625
138,0.890625,-1.0
139,0.890625,-1.0
140,0.890625,-1.0
141,0.8984375,-1.0
142,0.890625,-1.0
143,0.890625,-1.0
144,0.890625,-1.0
145,0.890625,-1.0
146,0.890625,-1.0
147,0.890625,-1.0
148,0.890625,0.0
149,0.890625,0.0
150,0.890625,0.0
151,0.890625,0.9921875
152,0.890625,0.9921875
153,0.8984375,0.9921875
154,0.890625,0.9921875
155,0.8984375,0.9921875
156,0.890625,0.9921875
157,0.8984375,0.9921875
158,0.890625,0.9921875
159,0.890625,0.9921875
160,0.8984375,0.9921875
161,0.890625,0.9921875
162,0.890625,0.9921875
163,0.890625,0.9921875
164,0.890625,0.9921875
165,0.890625,0.9921875
166,0.8984375,0.0
167,0.8984375,0.0
168,0.890625,0.0
169,0.890625,0.9921875
170,0.8984375,0.9921875
171,0.8984375,0.9921875
172,0.890625,0.9921875
173,0.8984375,0.9921875
174,0.8984375,0.9921875
175,0.890625,0.9921875
176,0.96875,0.9921875
177,1.0,0.9921875
178,1.0,0.0
179,1.0,0.0
180,1.0,0.0
181,1.0,0.0
182,1.0,-1.0
183,1.0,0.0
184,1.0,0.0
185,1.0,0.0
186,1.0,0.0
187,1.0,0.0
188,1.0,0.0
189,1.0,0.0
190,1.0,0.0
191,1.0,0.0
192,1.0,0.0
193,1.0,0.0
194,1.0,-1.0
195,1.0,0.0
196,1.0,0.0
197,1.0,0.0
198,1.0,0.0
199,1.0,0.0
200,1.0,0.9921875
201,1.0,0.0
202,1.0,0.0
203,1.0,0.0
204,1.0,0.0
205,1.0,0.9921875
206,1.0,0.9921875
207,1.0,0.9921875
208,1.0,0.9921875
209,1.0,0.9921875
210,1.0,0.9921875
211,1.0,0.9921875
212,1.0,0.9921875
213,1.0,0.9921875
214,1.0,0.9921875
215,1.0,0.9921875
216,1.0,0.9921875
217,1.0,0.0
218,1.0,0.0
219,1.0,0.0
220,1.0,0.0
221,1.0,-1.0
222,1.0,0.0
223,1.0,0.0
224,1.0,0.0
225,1.0,0.0
226,1.0,0.9921875
227,1.0,0.0
228,1.0,0.0
229,1.0,0.0
230,1.0,0.0
231,1.0,0.0
232,1.0,0.0
233,1.0,0.0
234,1.0,0.0
235,1.0,0.0
236,1.0,0.0
237,1.0,0.0
238,1.0,0.0
239,1.0,0.0
240,1.0,0.0
241,1.0,0.0
242,1.0,0.0
243,1.0,0.0
244,1.0,0.9921875
245,1.0,0.9921875
246,1.0,0.9921875
247,1.0,0.9921875
248,1.0,0.9921875
249,1.0,0.9921875
250,1.0,0.9921875
251,1.0,0.9921875
252,1.0,0.9921875
253,1.0,0.9921875
254,1.0,0.9921875
255,1.0,0.9921875
256,1.0,0.9921875
257,1.0,0.0
258,1.0,0.0
259,1.0,0.0
260,1.0,0.0
261,1.0,0.0
262,1.0,0.0
263,1.0,-1.0
264,1.0,-1.0
265,1.0,-1.0
266,1.0,-1.0
267,1.0,-1.0
268,1.0,-1.0
269,1.0,-1.0
270,1.0,-1.0
271,1.0,0.0
272,1.0,0.0
273,1.0,0.0
274,1.0,0.0
275,1.0,0.0
276,1.0,0.0
277,1.0,0.9921875
278,1.0,0.9921875
279,1.0,0.9921875
280,0.0,0.9921875
281,0.0,0.9921875
282,0.0,0.9921875
283,0.0,0.9921875
284,0.953125,0.9921875
285,1.0,0.9921875
286,1.0,0.9921875
287,1.0,0.9921875
288,1.0,0.9921875
289,1.0,0.9921875
290,1.0,0.9921875
291,1.0,0.9921875
292,1.0,0.9921875
293,1.0,0.9921875
294,1.0,0.9921875
295,1.0,0.9921875
296,1.0,0.9921875
297,1.0,0.9921875
298,1.0,0.9921875
299,1.0,0.9921875
300,1.0,0.9921875
301,1.0,0.9921875
302,1.0,0.9921875
303,1.0,0.9921875
304,1.0,0.9921875
305,1.0,-1.0
306,1.0,-1.0
307,1.0,-1.0
308,1.0,-1.0
309,1.0,-1.0
310,1.0,0.0
311,1.0,0.0
312,1.0,0.640625
313,1.0,0.9921875
314,1.0,0.9921875
315,1.0,0.9921875
316,1.0,0.9921875
317,1.0,0.0
318,1.0,0.0
319,1.0,-1.0
320,1.0,-1.0
321,1.0,-1.0
322,1.0,-1.0
323,1.0,0.0
324,1.0,0.0
325,1.0,0.0
326,1.0,0.0
327,1.0,0.0
328,1.0,0.0
329,1.0,0.0
330,1.0,-0.7734375
331,1.0,0.0
332,1.0,0.0
333,1.0,0.0
334,1.0,0.0
335,1.0,0.0
336,1.0,-1.0
337,1.0,-1.0
338,1.0,-1.0
339,1.0,-1.0
340,1.0,-1.0
341,1.0,-1.0
342,1.0,-1.0
343,1.0,-1.0
344,1.0,-1.0
345,1.0,0.859375
346,1.0,0.9921875
347,0.0,0.9921875
348,0.0,0.9921875
349,0.0,0.9921875
350,0.0,0.9921875
351,0.53125,0.9921875
352,1.0,0.9921875
353,1.0,0.9921875
354,1.0,0.9921875
355,1.0,0.9921875
356,1.0,0.9921875
357,1.0,0.9921875
358,1.0,0.9921875
359,1.0,0.9921875
360,1.0,0.9921875
361,1.0,0.9921875
362,1.0,0.9921875
363,1.0,0.9921875
364,1.0,0.9921875
365,1.0,0.9921875
366,1.0,0.9921875
367,1.0,0.9921875
368,1.0,0.9921875
369,1.0,0.9921875
