dataset/1653042695.4914637/0076.jpg,0.1171875,0.0
dataset/1653042695.4914637/0077.jpg,0.390625,0.0
dataset/1653042695.4914637/0078.jpg,0.4296875,0.0
dataset/1653042695.4914637/0079.jpg,0.484375,0.0
dataset/1653042695.4914637/0080.jpg,0.6015625,0.0
dataset/1653042695.4914637/0081.jpg,0.921875,0.0
dataset/1653042695.4914637/0082.jpg,1.0,0.0
dataset/1653042695.4914637/0083.jpg,1.0,0.0
dataset/1653042695.4914637/0084.jpg,1.0,0.0
dataset/1653042695.4914637/0085.jpg,1.0,0.0
dataset/1653042695.4914637/0086.jpg,1.0,0.0
dataset/1653042695.4914637/0087.jpg,1.0,0.0
dataset/1653042695.4914637/0088.jpg,1.0,0.0
dataset/1653042695.4914637/0089.jpg,1.0,0.0
dataset/1653042695.4914637/0090.jpg,1.0,0.0
dataset/1653042695.4914637/0091.jpg,1.0,0.0
dataset/1653042695.4914637/0092.jpg,1.0,-0.6015625
dataset/1653042695.4914637/0093.jpg,1.0,0.0
dataset/1653042695.4914637/0094.jpg,1.0,0.0
dataset/1653042695.4914637/0095.jpg,1.0,-1.0
dataset/1653042695.4914637/0096.jpg,1.0,-1.0
dataset/1653042695.4914637/0097.jpg,1.0,-1.0
dataset/1653042695.4914637/0098.jpg,1.0,-1.0
dataset/1653042695.4914637/0099.jpg,1.0,-1.0
dataset/1653042695.4914637/0100.jpg,1.0,-1.0
dataset/1653042695.4914637/0101.jpg,1.0,-1.0
dataset/1653042695.4914637/0102.jpg,1.0,-1.0
dataset/1653042695.4914637/0103.jpg,1.0,-1.0
dataset/1653042695.4914637/0104.jpg,1.0,-1.0
dataset/1653042695.4914637/0105.jpg,1.0,-1.0
dataset/1653042695.4914637/0106.jpg,1.0,-1.0
dataset/1653042695.4914637/0107.jpg,1.0,0.0
dataset/1653042695.4914637/0108.jpg,1.0,0.0
dataset/1653042695.4914637/0109.jpg,1.0,0.0
dataset/1653042695.4914637/0110.jpg,1.0,0.0
dataset/1653042695.4914637/0111.jpg,1.0,0.0
dataset/1653042695.4914637/0112.jpg,1.0,0.0
dataset/1653042695.4914637/0113.jpg,1.0,-1.0
dataset/1653042695.4914637/0114.jpg,1.0,0.0
dataset/1653042695.4914637/0115.jpg,1.0,0.0
dataset/1653042695.4914637/0116.jpg,1.0,0.0
dataset/1653042695.4914637/0117.jpg,1.0,0.0
dataset/1653042695.4914637/0118.jpg,1.0,0.0
dataset/1653042695.4914637/0119.jpg,1.0,0.0
dataset/1653042695.4914637/0120.jpg,1.0,0.0
dataset/1653042695.4914637/0121.jpg,1.0,0.0
dataset/1653042695.4914637/0122.jpg,1.0,0.0
dataset/1653042695.4914637/0123.jpg,1.0,0.9921875
dataset/1653042695.4914637/0124.jpg,1.0,0.0
dataset/1653042695.4914637/0125.jpg,1.0,0.0
dataset/1653042695.4914637/0126.jpg,1.0,0.0
dataset/1653042695.4914637/0127.jpg,1.0,0.0
